symbol,class,tissue_type,TPM,organ,kinase_percentile
SGK2,Light,Stomach,12.685,stomach,64
SGK3,Light,Stomach,4.4495,stomach,34
SIK1,Light,Stomach,53.715,stomach,97
SIK2,Light,Stomach,24.625,stomach,83
SIK3,Light,Stomach,12.45,stomach,63
SLK,Light,Stomach,19.58,stomach,78
SMG1,Light,Stomach,12.155,stomach,63
SNRK,Light,Stomach,11.04,stomach,59
SPEG,Light,Stomach,6.3185,stomach,42
SRC,Light,Stomach,38.17,stomach,92
SRMS,Light,Stomach,0.5669,stomach,12
SRPK1,Light,Stomach,10.47,stomach,56.99999999999999
SRPK2,Light,Stomach,9.5655,stomach,53
SRPK3,Dark,Stomach,2.496,stomach,25
STK3,Dark,Stomach,4.327,stomach,33
STK4,Light,Stomach,6.277,stomach,41
STK10,Light,Stomach,8.2075,stomach,49
STK11,Light,Stomach,36.81,stomach,91
STK16,Light,Stomach,20.805,stomach,80
STK17A,Dark,Stomach,14.79,stomach,69
STK17B,Dark,Stomach,6.183,stomach,41
STK19,Dark,Stomach,15.16,stomach,70
STK24,Light,Stomach,33.995,stomach,90
STK25,Light,Stomach,40.495,stomach,93
STK31,Dark,Stomach,0.36870000000000003,stomach,9
STK32A,Dark,Stomach,1.1365,stomach,17
STK32B,Dark,Stomach,3.2315,stomach,28.000000000000004
STK32C,Dark,Stomach,3.077,stomach,27
STK33,Dark,Stomach,3.301,stomach,28.000000000000004
STK35,Light,Stomach,11.805,stomach,61
STK36,Dark,Stomach,18.54,stomach,77
STK38,Light,Stomach,27.685,stomach,85
STK38L,Dark,Stomach,9.8555,stomach,54
STK39,Light,Stomach,20.825,stomach,80
STK40,Dark,Stomach,25.315,stomach,84
STRADA,Light,Stomach,15.32,stomach,70
STRADB,Light,Stomach,8.9645,stomach,52
STYK1,Light,Stomach,4.326,stomach,33
SYK,Light,Stomach,7.533,stomach,47
TAF1,Light,Stomach,9.7965,stomach,54
TAOK1,Dark,Stomach,8.4645,stomach,50
TAOK2,Dark,Stomach,19.92,stomach,79
TAOK3,Light,Stomach,11.25,stomach,59
TBCK,Dark,Stomach,3.8455,stomach,30
TBK1,Light,Stomach,13.155,stomach,65
TBRG4,Light,Stomach,29.59,stomach,88
TEC,Light,Stomach,1.1715,stomach,18
TEK,Light,Stomach,4.387,stomach,33
TESK1,Dark,Stomach,28.71,stomach,87
TESK2,Dark,Stomach,5.617,stomach,39
TEX14,Light,Stomach,0.2065,stomach,7.000000000000001
TGFBR1,Light,Stomach,11.86,stomach,62
TGFBR2,Light,Stomach,72.51,stomach,98
TIE1,Light,Stomach,6.216,stomach,41
TLK1,Dark,Stomach,12.195,stomach,63
TLK2,Dark,Stomach,8.1655,stomach,49
TNIK,Light,Stomach,4.053,stomach,31
TNK1,Light,Stomach,9.761,stomach,54
TNK2,Light,Stomach,17.945,stomach,76
TNNI3K,Light,Stomach,0.6456,stomach,13
TP53RK,Dark,Stomach,8.515,stomach,51
TRIB1,Light,Stomach,33.045,stomach,89
TRIB2,Light,Stomach,34.57,stomach,90
TRIB3,Light,Stomach,4.6865,stomach,35
TRIM24,Light,Stomach,6.8415,stomach,44
TRIM28,Light,Stomach,125.55,stomach,100
TRIM33,Light,Stomach,10.57,stomach,57.99999999999999
TRIM66,Light,Stomach,6.9235,stomach,44
TRIO,Light,Stomach,9.0965,stomach,52
TRPM6,Light,Stomach,0.11825,stomach,5
TRPM7,Light,Stomach,9.088,stomach,52
TRRAP,Light,Stomach,9.532,stomach,53
TSSK1B,Dark,Stomach,0,stomach,0
TSSK3,Dark,Stomach,6.64,stomach,43
TSSK4,Dark,Stomach,1.914,stomach,22
TSSK6,Dark,Stomach,1.8145,stomach,21
TTBK1,Dark,Stomach,0.1355,stomach,6
TTBK2,Dark,Stomach,2.4575,stomach,25
TTK,Light,Stomach,0.79855,stomach,15
TTN,Light,Stomach,0.4126,stomach,10
TXK,Light,Stomach,0.5629,stomach,11
TYK2,Light,Stomach,31.235,stomach,88
TYRO3,Light,Stomach,5.955,stomach,41
UHMK1,Light,Stomach,12.865,stomach,65
ULK1,Light,Stomach,35.395,stomach,91
ULK2,Light,Stomach,7.249,stomach,46
ULK3,Light,Stomach,42.35,stomach,94
ULK4,Dark,Stomach,1.137,stomach,18
VRK1,Light,Stomach,6.611,stomach,43
VRK2,Dark,Stomach,4.1085,stomach,32
VRK3,Dark,Stomach,13.035,stomach,65
WEE1,Light,Stomach,10.46,stomach,56.99999999999999
WEE2,Dark,Stomach,0.06299,stomach,3
WEE2-AS1,Light,Stomach,0.7092,stomach,14.000000000000002
WNK1,Light,Stomach,16.64,stomach,74
WNK2,Dark,Stomach,9.654,stomach,54
WNK3,Dark,Stomach,0.8266,stomach,15
WNK4,Light,Stomach,3.96,stomach,31
YES1,Light,Stomach,15.825,stomach,72
ZAP70,Light,Stomach,4.43,stomach,34
AAK1,Light,Testis,2.791,testis,15
AATK,Light,Testis,2.502,testis,13
ABL1,Light,Testis,32.43,testis,73
ABL2,Light,Testis,7.346,testis,31
ABR,Light,Testis,13.86,testis,48
ACVR1,Light,Testis,5.791,testis,25
ACVR1B,Light,Testis,24.16,testis,65
ACVR1C,Light,Testis,0.5624,testis,3
ACVR2A,Light,Testis,9.442,testis,37
ACVR2B,Light,Testis,5.925,testis,26
ACVRL1,Light,Testis,2.595,testis,14.000000000000002
ADCK1,Dark,Testis,10.59,testis,40
ADCK2,Dark,Testis,13.6,testis,48
ADCK5,Dark,Testis,24.05,testis,64
ADPGK,Light,Testis,38.84,testis,79
AKT1,Light,Testis,32.86,testis,73
AKT2,Light,Testis,43.64,testis,83
AKT3,Light,Testis,16.21,testis,52
ALK,Light,Testis,3.075,testis,16
ALPK1,Light,Testis,4.819,testis,22
ALPK2,Dark,Testis,3.206,testis,17
ALPK3,Dark,Testis,2.54,testis,13
AMHR2,Light,Testis,20.62,testis,57.99999999999999
ANKK1,Light,Testis,2.706,testis,15
ARAF,Light,Testis,22.81,testis,63
ATM,Light,Testis,9.298,testis,37
ATR,Light,Testis,12.48,testis,45
AURKA,Light,Testis,34.74,testis,75
AURKB,Light,Testis,2.29,testis,12
AURKC,Light,Testis,92.9,testis,96
AXL,Light,Testis,35.64,testis,77
BAZ1A,Light,Testis,49.96,testis,86
BAZ1B,Light,Testis,33.76,testis,74
BCKDK,Dark,Testis,30.43,testis,71
BCR,Light,Testis,18.98,testis,55.00000000000001
BLK,Light,Testis,0.4001,testis,2
BLVRA,Light,Testis,23.51,testis,63
BMP2K,Light,Testis,21.04,testis,59
BMPR1A,Light,Testis,5.695,testis,25
BMPR1B,Light,Testis,3.555,testis,18
BMPR2,Light,Testis,10.5,testis,39
BMX,Light,Testis,0.6524,testis,3
BRAF,Light,Testis,20.19,testis,56.99999999999999
BRD2,Light,Testis,176.5,testis,99
BRD3,Light,Testis,20.83,testis,59
BRD4,Light,Testis,37.91,testis,79
BRDT,Light,Testis,109.8,testis,97
BRSK1,Dark,Testis,20.27,testis,56.99999999999999
BRSK2,Dark,Testis,15.24,testis,50
BTK,Light,Testis,1.925,testis,9
BUB1,Light,Testis,46.73,testis,84
BUB1B,Light,Testis,45.58,testis,84
CAMK1,Light,Testis,66.26,testis,92
CAMK1D,Dark,Testis,6.998,testis,28.999999999999996
CAMK1G,Dark,Testis,1.732,testis,8
CAMK2A,Light,Testis,0.3381,testis,1
CAMK2B,Light,Testis,2.585,testis,14.000000000000002
CAMK2D,Light,Testis,13.37,testis,47
CAMK2G,Light,Testis,9.875,testis,38
CAMK4,Light,Testis,10.02,testis,38
CAMKK1,Dark,Testis,19.52,testis,56.00000000000001
CAMKK2,Dark,Testis,10.23,testis,39
CAMKV,Dark,Testis,4.571,testis,22
CASK,Light,Testis,2.098,testis,10
CDC7,Light,Testis,24.76,testis,65
CDC42BPA,Dark,Testis,23.68,testis,64
CDC42BPB,Dark,Testis,59.32,testis,90
CDC42BPG,Dark,Testis,9.087,testis,36
CDK1,Light,Testis,25.93,testis,67
CDK2,Light,Testis,11.41,testis,42
CDK3,Light,Testis,34.88,testis,75
CDK4,Light,Testis,31.34,testis,71
CDK5,Light,Testis,11.73,testis,43
CDK6,Light,Testis,5.134,testis,24
CDK7,Light,Testis,50.69,testis,86
CDK8,Light,Testis,21.05,testis,59
CDK9,Light,Testis,98.79,testis,96
CDK10,Dark,Testis,40.26,testis,80
CDK11A,Dark,Testis,46.91,testis,85
CDK11B,Dark,Testis,49.71,testis,85
CDK12,Dark,Testis,22.13,testis,61
CDK13,Dark,Testis,25.65,testis,67
CDK14,Dark,Testis,8.228,testis,33
CDK15,Dark,Testis,2.469,testis,12
CDK16,Dark,Testis,74.03,testis,94
CDK17,Dark,Testis,19.03,testis,55.00000000000001
CDK18,Dark,Testis,3.698,testis,19
CDK19,Dark,Testis,20.77,testis,57.99999999999999
CDK20,Dark,Testis,44.26,testis,83
CDKL1,Dark,Testis,0.9572,testis,5
CDKL2,Dark,Testis,16.69,testis,53
CDKL3,Dark,Testis,20.82,testis,59
CDKL4,Dark,Testis,4.491,testis,22
CDKL5,Dark,Testis,8.687,testis,34
CHEK1,Light,Testis,7.618,testis,32
CHEK2,Light,Testis,7.874,testis,32
CHUK,Light,Testis,7.692,testis,32
CIT,Light,Testis,11.57,testis,43
CKB,Light,Testis,421,testis,100
CKM,Light,Testis,23.04,testis,63
CKMT1A,Light,Testis,0.1635,testis,0
CKMT1B,Light,Testis,0.4002,testis,2
CKMT2,Light,Testis,7.515,testis,31
CLK1,Light,Testis,73.06,testis,93
CLK2,Light,Testis,42.65,testis,82
CLK3,Dark,Testis,39.25,testis,80
CLK4,Dark,Testis,30.86,testis,71
COL4A3BP,Light,Testis,34.39,testis,75
CSF1R,Light,Testis,5.865,testis,26
CSK,Light,Testis,34.28,testis,75
CSNK1A1,Light,Testis,28.85,testis,70
CSNK1A1L,Dark,Testis,7.022,testis,28.999999999999996
CSNK1D,Light,Testis,106.3,testis,97
CSNK1E,Light,Testis,31.94,testis,72
CSNK1G1,Dark,Testis,24.24,testis,65
CSNK1G2,Dark,Testis,195.4,testis,99
CSNK1G3,Dark,Testis,12.98,testis,46
CSNK2A1,Light,Testis,46.1,testis,84
CSNK2A2,Dark,Testis,97.55,testis,96
CSNK2A3,Dark,Testis,0.751,testis,3
DAPK1,Light,Testis,13.31,testis,47
DAPK2,Light,Testis,2.56,testis,13
DAPK3,Light,Testis,65.98,testis,92
DCLK1,Light,Testis,1.16,testis,6
DCLK2,Light,Testis,7.131,testis,30
DCLK3,Dark,Testis,7.296,testis,31
DDR1,Light,Testis,16.48,testis,53
DDR2,Light,Testis,4.236,testis,20
DGKA,Light,Testis,14.96,testis,50
DGKB,Light,Testis,0.1368,testis,0
DGKD,Light,Testis,45.21,testis,84
DGKE,Light,Testis,9.614,testis,37
DGKG,Light,Testis,0.9126,testis,4
DGKH,Light,Testis,2.632,testis,14.000000000000002
DGKI,Light,Testis,0.6872,testis,3
DGKK,Light,Testis,0.4486,testis,2
DGKQ,Light,Testis,22.76,testis,62
DGKZ,Light,Testis,25.38,testis,66
DMPK,Light,Testis,54.71,testis,88
DSTYK,Dark,Testis,10.09,testis,38
DYRK1A,Light,Testis,26.97,testis,69
DYRK1B,Dark,Testis,167.7,testis,99
DYRK2,Dark,Testis,4.842,testis,23
DYRK3,Dark,Testis,43.45,testis,83
DYRK4,Dark,Testis,63.92,testis,91
EEF2K,Dark,Testis,6.442,testis,28.000000000000004
EGFR,Light,Testis,5.744,testis,25
EIF2AK1,Light,Testis,38.42,testis,79
EIF2AK2,Light,Testis,5.105,testis,24
EIF2AK3,Light,Testis,5.357,testis,25
EIF2AK4,Light,Testis,8.27,testis,34
EPHA1,Light,Testis,8.144,testis,33
EPHA2,Light,Testis,4.269,testis,20
EPHA3,Light,Testis,0.9384,testis,5
EPHA4,Light,Testis,16.37,testis,52
EPHA5,Light,Testis,0.7702,testis,4
EPHA6,Light,Testis,11.08,testis,41
EPHA7,Light,Testis,1.456,testis,7.000000000000001
EPHA8,Light,Testis,4.559,testis,22
EPHA10,Light,Testis,32.8,testis,73
EPHB1,Light,Testis,9.172,testis,36
EPHB2,Light,Testis,3.647,testis,19
EPHB3,Light,Testis,2.497,testis,12
EPHB4,Light,Testis,30.91,testis,71
EPHB6,Light,Testis,30.04,testis,70
ERBB2,Light,Testis,21.95,testis,61
ERBB3,Light,Testis,2.797,testis,15
ERBB4,Light,Testis,4.981,testis,23
ERN1,Light,Testis,4.548,testis,22
ERN2,Dark,Testis,0.2631,testis,1
FASTK,Light,Testis,60.23,testis,90
FASTKD1,Light,Testis,14.34,testis,48
FASTKD2,Light,Testis,18.03,testis,54
FASTKD3,Light,Testis,6.41,testis,27
FASTKD5,Light,Testis,20.15,testis,56.00000000000001
FER,Light,Testis,7.241,testis,30
FES,Light,Testis,8.785,testis,35
FGFR1,Light,Testis,32.08,testis,72
FGFR2,Light,Testis,5.855,testis,26
FGFR3,Light,Testis,41.3,testis,81
FGFR4,Light,Testis,11.93,testis,44
FGR,Light,Testis,4.3,testis,21
FLT1,Light,Testis,12.2,testis,44
FLT3,Light,Testis,2.677,testis,14.000000000000002
FLT4,Light,Testis,8.878,testis,35
FRK,Light,Testis,2.079,testis,10
FYN,Light,Testis,17.74,testis,53
GAK,Light,Testis,88.79,testis,95
GCK,Light,Testis,0.9064,testis,4
GRK1,Light,Testis,0.5871,testis,3
GRK4,Light,Testis,59.18,testis,89
GRK5,Light,Testis,9.939,testis,38
GRK6,Light,Testis,40.64,testis,81
GRK7,Light,Testis,0.3756,testis,1
GSK3A,Light,Testis,59.26,testis,89
GSK3B,Light,Testis,24.02,testis,64
GTF2F1,Light,Testis,149.4,testis,99
GUCY2C,Light,Testis,0.2873,testis,1
GUCY2D,Light,Testis,3.822,testis,19
GUCY2F,Light,Testis,0.579,testis,3
HCK,Light,Testis,3.165,testis,17
HIPK1,Dark,Testis,47.3,testis,85
HIPK2,Light,Testis,2.688,testis,14.000000000000002
HIPK3,Dark,Testis,21.73,testis,60
HIPK4,Dark,Testis,43.05,testis,82
HK1,Light,Testis,100.1,testis,96
HK2,Light,Testis,69.23,testis,92
HK3,Light,Testis,12.57,testis,45
HKDC1,Light,Testis,2.109,testis,10
HSPB8,Light,Testis,18.81,testis,55.00000000000001
HUNK,Light,Testis,1.869,testis,9
ICK,Dark,Testis,7.937,testis,32
IGF1R,Light,Testis,17.52,testis,53
IKBKB,Light,Testis,23.93,testis,64
IKBKE,Light,Testis,1.177,testis,7.000000000000001
ILK,Light,Testis,66.05,testis,92
INSR,Light,Testis,12.51,testis,45
INSRR,Light,Testis,5.377,testis,25
IRAK1,Light,Testis,36.54,testis,77
IRAK2,Light,Testis,3.368,testis,18
IRAK3,Light,Testis,2.528,testis,13
IRAK4,Light,Testis,8.183,testis,33
ITK,Light,Testis,1.308,testis,7.000000000000001
JAK1,Light,Testis,48.96,testis,85
JAK2,Light,Testis,11.63,testis,43
JAK3,Light,Testis,6.805,testis,28.999999999999996
KALRN,Light,Testis,6.372,testis,27
KDR,Light,Testis,4.352,testis,21
KIT,Light,Testis,5.953,testis,26
KSR1,Light,Testis,23.45,testis,63
KSR2,Light,Testis,2.222,testis,11
LATS1,Light,Testis,10.6,testis,40
LATS2,Light,Testis,37.51,testis,78
LCK,Light,Testis,1.081,testis,5
LIMK1,Light,Testis,31.84,testis,72
LIMK2,Light,Testis,33,testis,73
LMTK2,Dark,Testis,12.45,testis,44
LMTK3,Dark,Testis,1.623,testis,8
LRRK1,Dark,Testis,10.41,testis,39
LRRK2,Light,Testis,1.381,testis,7.000000000000001
LTK,Dark,Testis,6.228,testis,27
LYN,Light,Testis,3.734,testis,19
MAK,Light,Testis,14.45,testis,48
MAP2K1,Light,Testis,20.78,testis,59
MAP2K2,Light,Testis,194.9,testis,99
MAP2K3,Light,Testis,10.38,testis,39
MAP2K4,Light,Testis,21.26,testis,60
MAP2K5,Light,Testis,21.84,testis,61
MAP2K6,Light,Testis,1.258,testis,7.000000000000001
MAP2K7,Light,Testis,42.54,testis,82
MAP3K1,Light,Testis,12.75,testis,45
MAP3K2,Light,Testis,10.72,testis,40
MAP3K3,Light,Testis,36.64,testis,78
MAP3K4,Light,Testis,26.77,testis,68
MAP3K5,Light,Testis,18.24,testis,54
MAP3K6,Light,Testis,16,testis,52
MAP3K7,Light,Testis,15.64,testis,51
MAP3K8,Light,Testis,3.044,testis,16
MAP3K9,Light,Testis,12.05,testis,44
MAP3K10,Dark,Testis,33.82,testis,74
MAP3K11,Light,Testis,32.66,testis,73
MAP3K12,Light,Testis,27.76,testis,69
MAP3K13,Light,Testis,6.662,testis,28.000000000000004
MAP3K14,Dark,Testis,23.44,testis,63
MAP3K15,Dark,Testis,1.405,testis,7.000000000000001
MAP3K19,Light,Testis,11.39,testis,42
MAP4K1,Light,Testis,3.064,testis,16
MAP4K2,Light,Testis,20.51,testis,57.99999999999999
MAP4K3,Light,Testis,24.62,testis,65
MAP4K4,Light,Testis,38.92,testis,80
MAP4K5,Light,Testis,16.04,testis,52
MAPK1,Light,Testis,26.26,testis,68
MAPK3,Light,Testis,47.61,testis,85
MAPK4,Dark,Testis,3.367,testis,18
MAPK6,Light,Testis,37.92,testis,79
MAPK7,Light,Testis,37.52,testis,78
MAPK8,Light,Testis,15.16,testis,50
MAPK9,Light,Testis,14.53,testis,49
MAPK10,Light,Testis,11.52,testis,42
MAPK11,Light,Testis,12.69,testis,45
MAPK12,Light,Testis,6.751,testis,28.000000000000004
MAPK13,Light,Testis,71.31,testis,93
MAPK14,Light,Testis,13.48,testis,47
MAPK15,Dark,Testis,43.25,testis,82
MAPKAPK2,Light,Testis,83.67,testis,95
MAPKAPK3,Light,Testis,16.06,testis,52
MAPKAPK5,Light,Testis,32.34,testis,72
MARK1,Dark,Testis,13.83,testis,48
MARK2,Light,Testis,20.94,testis,59
MARK3,Dark,Testis,58.6,testis,89
MARK4,Dark,Testis,63.29,testis,91
MAST1,Light,Testis,13.09,testis,46
MAST2,Dark,Testis,104.8,testis,96
MAST3,Dark,Testis,8.892,testis,35
MAST4,Dark,Testis,6.832,testis,28.999999999999996
MASTL,Light,Testis,10.76,testis,41
MATK,Light,Testis,3.251,testis,17
MELK,Light,Testis,15.16,testis,50
MERTK,Light,Testis,35.52,testis,76
MET,Light,Testis,0.5505,testis,2
MINK1,Light,Testis,72.07,testis,93
MKNK1,Dark,Testis,19.61,testis,56.00000000000001
MKNK2,Dark,Testis,70.8,testis,93
MLKL,Light,Testis,2.667,testis,14.000000000000002
MOK,Light,Testis,39.66,testis,80
MOS,Light,Testis,1.671,testis,8
MST1R,Light,Testis,11.32,testis,41
MTOR,Light,Testis,35.38,testis,76
MUSK,Light,Testis,1.592,testis,8
MYLK,Light,Testis,19.63,testis,56.00000000000001
MYLK2,Light,Testis,1.167,testis,6
MYLK3,Light,Testis,6.189,testis,27
MYLK4,Light,Testis,1.165,testis,6
MYO3A,Light,Testis,6.269,testis,27
MYO3B,Light,Testis,2.26,testis,11
NEK1,Dark,Testis,15.6,testis,51
NEK2,Light,Testis,52.7,testis,87
NEK3,Dark,Testis,33.18,testis,74
NEK4,Dark,Testis,43.22,testis,82
NEK5,Dark,Testis,12.8,testis,46
NEK6,Dark,Testis,8.115,testis,33
NEK7,Dark,Testis,14.45,testis,48
NEK8,Dark,Testis,10.44,testis,39
NEK9,Dark,Testis,62.08,testis,91
NEK10,Dark,Testis,18.51,testis,54
NEK11,Dark,Testis,22.72,testis,62
NLK,Light,Testis,26.79,testis,69
NPR1,Light,Testis,3.949,testis,20
NPR2,Light,Testis,16.12,testis,52
NRBP1,Light,Testis,128.9,testis,98
NRBP2,Dark,Testis,49.72,testis,86
NRK,Dark,Testis,2.796,testis,15
NTRK1,Light,Testis,4.935,testis,23
NTRK2,Light,Testis,1.128,testis,6
NTRK3,Light,Testis,6.825,testis,28.999999999999996
NUAK1,Light,Testis,3.59,testis,18
NUAK2,Dark,Testis,9.079,testis,36
OBSCN,Dark,Testis,2.574,testis,13
OXSR1,Light,Testis,24.88,testis,66
PAK1,Light,Testis,54.77,testis,88
PAK2,Light,Testis,20.6,testis,57.99999999999999
PAK3,Dark,Testis,3.923,testis,20
PAK4,Light,Testis,33.6,testis,74
PAK6,Dark,Testis,24.87,testis,66
PAN3,Dark,Testis,31.26,testis,71
PASK,Light,Testis,35.45,testis,76
PBK,Light,Testis,79.99,testis,94
PDGFRA,Light,Testis,13.31,testis,47
PDGFRB,Light,Testis,35.36,testis,76
PDIK1L,Dark,Testis,7.074,testis,30
PDK1,Light,Testis,3.873,testis,20
PDK2,Light,Testis,20.56,testis,57.99999999999999
PDK3,Light,Testis,19.45,testis,55.00000000000001
PDK4,Light,Testis,22.7,testis,61
PDPK1,Light,Testis,16.91,testis,53
PEAK1,Light,Testis,19.13,testis,55.00000000000001
PHKG1,Dark,Testis,2.019,testis,9
PHKG2,Dark,Testis,126.8,testis,98
PI4K2A,Light,Testis,27.79,testis,70
PI4K2B,Light,Testis,7.286,testis,30
PI4KA,Dark,Testis,55.46,testis,88
PI4KAP2,Light,Testis,20.77,testis,57.99999999999999
PI4KB,Light,Testis,61.38,testis,90
PIK3C2A,Light,Testis,26.53,testis,68
PIK3C2B,Dark,Testis,3.569,testis,18
PIK3C2G,Dark,Testis,0.8344,testis,4
PIK3C3,Light,Testis,8.781,testis,35
PIK3CA,Light,Testis,7.293,testis,30
PIK3CB,Light,Testis,9.562,testis,37
PIK3CD,Light,Testis,9.078,testis,35
PIK3CG,Light,Testis,5.106,testis,24
PIK3R4,Light,Testis,18.55,testis,54
PIM1,Light,Testis,22.8,testis,62
PIM2,Light,Testis,14.78,testis,49
PIM3,Light,Testis,82.72,testis,94
PINK1,Light,Testis,133.5,testis,98
PIP4K2C,Dark,Testis,56.15,testis,88
PIP5K1A,Dark,Testis,70.71,testis,93
PIP5K1B,Dark,Testis,22.7,testis,61
PIP5K1C,Dark,Testis,116.9,testis,97
PKDCC,Light,Testis,70.05,testis,92
PKMYT1,Dark,Testis,92.16,testis,95
PKN1,Light,Testis,109.1,testis,97
PKN2,Light,Testis,12.3,testis,44
PKN3,Dark,Testis,7.304,testis,31
PLK1,Light,Testis,76.28,testis,94
PLK2,Light,Testis,63.94,testis,91
PLK3,Light,Testis,5.57,testis,25
PLK4,Light,Testis,23.7,testis,64
PNCK,Dark,Testis,10.75,testis,40
POMK,Dark,Testis,2.39,testis,12
PRKAA1,Light,Testis,38.54,testis,79
PRKAA2,Light,Testis,2,testis,9
PRKACA,Light,Testis,91.63,testis,95
PRKACB,Dark,Testis,5.226,testis,24
PRKACG,Dark,Testis,59.98,testis,90
PRKCA,Light,Testis,3.339,testis,18
PRKCB,Light,Testis,9.24,testis,36
PRKCD,Light,Testis,37.64,testis,78
PRKCE,Light,Testis,8.319,testis,34
PRKCG,Light,Testis,11.56,testis,42
PRKCH,Light,Testis,4.928,testis,23
PRKCI,Light,Testis,23.5,testis,63
PRKCQ,Dark,Testis,2.242,testis,11
PRKCZ,Light,Testis,36.52,testis,77
PRKD1,Light,Testis,22.59,testis,61
PRKD2,Light,Testis,15.38,testis,50
PRKD3,Light,Testis,27.22,testis,69
PRKDC,Light,Testis,30.1,testis,70
PRKG1,Light,Testis,2.912,testis,16
PRKG2,Light,Testis,1.586,testis,8
PRKX,Light,Testis,13.72,testis,48
PRKY,Light,Testis,2.069,testis,10
PRPF4B,Dark,Testis,25.27,testis,66
PSKH1,Dark,Testis,50.99,testis,87
PSKH2,Dark,Testis,0.1753,testis,0
PTK2,Light,Testis,25.42,testis,67
PTK2B,Light,Testis,15.77,testis,51
PTK6,Light,Testis,0.9835,testis,5
PTK7,Light,Testis,35.71,testis,77
PXK,Dark,Testis,11.49,testis,42
RAF1,Light,Testis,71.16,testis,93
RET,Light,Testis,3.29,testis,17
RIOK1,Dark,Testis,40.97,testis,81
RIOK2,Dark,Testis,9.93,testis,38
RIOK3,Dark,Testis,45.35,testis,84
RIPK1,Light,Testis,13.03,testis,46
RIPK2,Light,Testis,8.035,testis,33
RIPK3,Light,Testis,2.919,testis,16
RIPK4,Light,Testis,4.616,testis,22
RNASEL,Dark,Testis,2.263,testis,11
ROCK1,Light,Testis,11.06,testis,41
ROCK2,Light,Testis,9.529,testis,37
ROR1,Light,Testis,1.095,testis,6
ROR2,Light,Testis,7.304,testis,31
ROS1,Light,Testis,0.9247,testis,4
RPS6KA1,Light,Testis,10.51,testis,40
RPS6KA2,Light,Testis,8.464,testis,34
RPS6KA3,Light,Testis,4.283,testis,21
RPS6KA4,Light,Testis,8.944,testis,35
RPS6KA5,Light,Testis,4.365,testis,21
RPS6KA6,Light,Testis,3.277,testis,17
RPS6KB1,Light,Testis,8.195,testis,33
RPS6KB2,Light,Testis,30.93,testis,71
RPS6KC1,Dark,Testis,24.4,testis,65
RPS6KL1,Dark,Testis,21.12,testis,60
RYK,Light,Testis,50.83,testis,87
SBK1,Dark,Testis,6.446,testis,28.000000000000004
SBK2,Dark,Testis,5.118,testis,24
SBK3,Dark,Testis,0.4156,testis,2
SCYL1,Dark,Testis,106.7,testis,97
SCYL2,Dark,Testis,20.23,testis,56.99999999999999
SCYL3,Dark,Testis,7.522,testis,31
SGK1,Light,Testis,26.67,testis,68
SGK2,Light,Testis,2.463,testis,12
SGK3,Light,Testis,8.459,testis,34
SIK1,Light,Testis,25.5,testis,67
SIK2,Light,Testis,7.993,testis,32
SIK3,Light,Testis,49.71,testis,85
SLK,Light,Testis,22.26,testis,61
SMG1,Light,Testis,17.92,testis,54
SNRK,Light,Testis,14.93,testis,49
SPEG,Light,Testis,5.256,testis,24
SRC,Light,Testis,53.77,testis,88
SRMS,Light,Testis,1.014,testis,5
SRPK1,Light,Testis,52.07,testis,87
SRPK2,Light,Testis,116.9,testis,97
SRPK3,Dark,Testis,2.037,testis,9
STK3,Dark,Testis,11.81,testis,43
STK4,Light,Testis,10.1,testis,39
STK10,Light,Testis,33.28,testis,74
STK11,Light,Testis,183.4,testis,99
STK16,Light,Testis,37.5,testis,78
STK17A,Dark,Testis,26.77,testis,68
STK17B,Dark,Testis,6.291,testis,27
STK19,Dark,Testis,34.78,testis,75
STK24,Light,Testis,35.91,testis,77
STK25,Light,Testis,64.92,testis,92
STK31,Dark,Testis,78.38,testis,94
STK32A,Dark,Testis,2.045,testis,10
STK32B,Dark,Testis,11.39,testis,42
STK32C,Dark,Testis,32.37,testis,73
STK33,Dark,Testis,43.14,testis,82
STK35,Light,Testis,50.2,testis,86
STK36,Dark,Testis,89.01,testis,95
STK38,Light,Testis,35.44,testis,76
STK38L,Dark,Testis,13.13,testis,46
STK39,Light,Testis,51.07,testis,87
STK40,Dark,Testis,88.24,testis,95
STRADA,Light,Testis,63.71,testis,91
STRADB,Light,Testis,19.57,testis,56.00000000000001
STYK1,Light,Testis,0.268,testis,1
SYK,Light,Testis,13.23,testis,47
TAF1,Light,Testis,11.23,testis,41
TAOK1,Dark,Testis,18.64,testis,54
TAOK2,Dark,Testis,56.64,testis,89
TAOK3,Light,Testis,11.89,testis,44
TBCK,Dark,Testis,7.069,testis,28.999999999999996
TBK1,Light,Testis,34.24,testis,75
TBRG4,Light,Testis,62.03,testis,90
TEC,Light,Testis,4.111,testis,20
TEK,Light,Testis,2.37,testis,12
TESK1,Dark,Testis,122.4,testis,98
TESK2,Dark,Testis,21.52,testis,60
TEX14,Light,Testis,39.33,testis,80
TGFBR1,Light,Testis,15.7,testis,51
TGFBR2,Light,Testis,12.77,testis,46
TIE1,Light,Testis,5.019,testis,23
TLK1,Dark,Testis,25.88,testis,67
TLK2,Dark,Testis,43.58,testis,83
TNIK,Light,Testis,20.31,testis,56.99999999999999
TNK1,Light,Testis,4.405,testis,21
TNK2,Light,Testis,41.65,testis,81
