Number_of_hits,Total_entries,Percentage_hits,Reagents,Entrez_Gene_ID,Gene,Author_provided_names_IDs
3,36,8.3,3,8529,CYP4F2,"CYP4F2, ENSG00000186115, NM_001082, NM_001082.3"
3,34,8.8,3,10162,LPCAT3,"C3F, ENSG00000111684, LPCAT3, MBOAT5, NM_005768"
3,9,33.3,5,400410,ST20,"283687, 597, BCL2A1, C15orf37, ENSG00000180953, LOC400410, NM_004049, Q9HBF5_HUMAN, ST20, XM_375224"
3,34,8.8,4,55334,SLC39A9,"ENSG00000029364, NM_018375, SLC39A9"
3,31,9.7,2,375775,PNPLA7,"C9ORF111, C9orf111, ENSG00000130653, NM_152286, PNPLA7"
3,5,60,3,,,"DKFZP564C186, ENSG00000178667"
3,31,9.7,3,64225,ATL2,"ARL6IP2, ATL2, ENSG00000119787, NM_022374"
3,27,11.1,2,25817,FAM19A5,"ENSG00000170714, FAM19A5, NM_015381, TAFA5"
3,10,30,2,,,"LOC391426, XM_372950"
3,12,25,2,8329,HIST1H2AI,"ENSG00000196747, HIST1H2AI"
3,18,16.7,2,26082,LINC02249,"DKFZP434L187, DKFZp434L187, ENSG00000197627, XM_370845, XM_370848, XM_370849, XM_370856, XM_373627, XM_375171, XM_375174, XM_375185, XM_378506, XM_378507, XM_378511, XM_378512"
3,13,23.1,5,102288414,C11orf98,"79081, C11orf48, MGC2477, NM_024099"
3,18,16.7,2,401898,ZNF833P,"LOC401898, XM_377514, ZNF833, ZNF833P"
3,11,27.3,3,400932,LINC00898,"FLJ46257, RP11-191L9.1"
3,31,9.7,3,116844,LRG1,"ENSG00000171236, LRG1, NM_052972"
3,19,15.8,3,653519,GPR89A,"51463, 647743, ENSG00000117262, GPR89A, GPR89B, LOC647743, NM_016334, SH120"
3,15,20,3,202915,TMEM184A,"MGC9712, NM_152689, TMEM184A"
3,27,11.1,5,51057,WDPCP,"647115, C2orf86, ENSG00000143951, FLJ36848, LOC51057, NM_015910"
3,33,9.1,2,29930,PCDHB1,"NM_013340, PCDHB1"
3,27,11.1,2,90668,CARMIL3,"C14orf121, ENSG00000186648, ENSG00000189170, LOC90668, LRRC16B, NM_138360, c14orf121"
3,28,10.7,3,220082,SPERT,"ENSG00000174015, NM_152719, NURIT, SPERT"
3,27,11.1,3,128061,C1orf131,"C1ORF131, C1orf131, DKFZP547B1713, DKFZp547B1713, NM_152379"
3,35,8.6,3,5203,PFDN4,"ENSG00000101132, NM_002623, PFDN4"
3,18,16.7,2,57465,TBC1D24,"ENSG00000162065, KIAA1171, TBC1D24, XM_370928"
3,30,10,4,11273,ATXN2L,"A2LP, ATXN2L, ENSG00000168488, NM_007245"
3,22,13.6,4,220213,OTUD1,"OTUD1, XM_166659, XM_291770"
3,15,20,4,79640,C22orf46,"C22orf46, CTA-216E10.6, ENSG00000184208, FLJ23584, NM_024588"
3,13,23.1,3,221092,HNRNPUL2,"DKFZp762N1910, ENSG00000214753, HNRNPUL2, HNRPUL2, XM_938301"
3,32,9.4,3,57617,VPS18,"ENSG00000104142, NM_020857, VPS18"
3,35,8.6,2,5199,CFP,"CFP, ENSG00000126759, NM_002621, NM_002621.1, PFC"
3,34,8.8,3,56660,KCNK12,"ENSG00000184261, KCNK12, NM_022055, kcnk12"
3,36,8.3,3,8823,FGF16,"4235, ENSG00000196468, FGF16, MLH3, NM_003868"
3,16,18.8,2,7562,ZNF708,"ENSG00000182141, FLJ46385, NM_021269, ZNF15L1, ZNF708"
3,32,9.4,3,57724,EPG5,"ENSG00000152223, KIAA1632, NM_020964"
3,29,10.3,2,221044,UCMA,"C10ORF49, C10orf49, ENSG00000165623, NM_145314"
3,14,21.4,2,283731,LOC283731,"LOC283731, XM_378525"
3,32,9.4,3,64168,NECAB1,"EFCBP1, ENSG00000123119, NECAB1, NM_022351"
3,36,8.3,4,56253,CRTAM,"CRTAM, ENSG00000109943, NM_019604, NM_019604.2"
3,27,11.1,2,162681,C18orf54,"C18orf54, ENSG00000166845, MGC33382, NM_173529"
3,19,15.8,4,401135,SYT14P1,"255928, CHR415SYT, NM_153262, SYT14, SYT14L, XM_210581, XM_371718, XM_373027, XM_373028, XM_373042, XM_373043, XM_374095, XM_374096, XM_374099, XM_374100, XM_374101, XM_374103, XM_376303, XM_376318, XM_376320, XM_376325, XM_376353, XM_377828, XM_379248, XM_379254, XM_379255, XM_379268, XM_379295, XM_379298, XM_379299"
3,32,9.4,2,27077,B9D1,"B9D1, ENSG00000108641, EPPB9, NM_015681"
3,17,17.6,4,100652824,KIAA2012,"165057, 339809, AC079354.1, ENSG00000182329, FLJ39061, LOC339809, XM_092342, XM_291020"
3,31,9.7,1,134218,DNAJC21,"DNAJA5, DNAJC21, ENSG00000168724, LOC134218, NM_194283"
3,29,10.3,3,257364,SNX33,"ENSG00000173548, MGC32065, NM_153271, SH3PX3, SNX33"
3,29,10.3,3,57613,FAM234B,"ENSG00000084444, KIAA1467, NM_020853, XM_029805, XM_084845, XM_096642, XM_292021, XM_292023, XM_292027, XM_292029, XM_370682, XM_378346"
3,18,16.7,3,387104,SOGA3,"401272, 9729, C6orf174, KIAA0408, LOC401272, NM_001012279, XM_376532"
3,16,18.8,3,729759,OR4F29,"135896, 26683, 441308, 81399, LOC135896, NM_001005221, NM_001005224, NM_001005277, NM_001005504, OR4F16, OR4F21, OR4F29, OR4F3, XM_069595"
3,12,25,6,57683,ZDBF2,"KIAA1571, XM_371590, ZDBF2"
3,37,8.1,3,79581,SLC52A2,"ENSG00000185803, FLJ11856, GPR172A, NM_024531"
3,29,10.3,2,8270,LAGE3,"DXS9879E, ENSG00000196976, LAGE3, NM_006014, lage3"
3,28,10.7,2,84134,TOMM40L,"ENSG00000158882, FLJ12770, NM_032174, TOMM40L"
3,37,8.1,3,3998,LMAN1,"2154, CCND1, ENSG00000074695, LMAN1, NM_005570, NM_005570.2, UBE2H"
3,30,10,2,55756,INTS9,"ENSG00000104299, FLJ10871, INTS9, NM_018250, RC74"
3,27,11.1,3,51282,SCAND1,"54582, ENSG00000171222, NM_016558, SCAND1"
3,22,13.6,3,124535,HSF5,"ENSG00000176160, FLJ40311, HSF5, XM_064190"
3,11,27.3,3,122742,OR4L1,"ENSG00000176246, NM_001004717, OR4L1"
3,29,10.3,2,283849,EXOC3L1,"AC040160.11, ENSG00000179044, EXOC3L, LOC283849, NM_178516"
3,6,50,1,,,"LOC400745, XM_375698"
3,8,37.5,2,147172,LRRC37BP1,"645435, DKFZP667M2411, DKFZp667M2411, LOC645435, LRRC37B2"
3,21,14.3,2,55249,YY1AP1,"ENSG00000163374, NM_018253, YAP, YY1AP1"
3,29,10.3,3,200172,SLFNL1,"ENSG00000171790, FLJ23878, NM_144990, SLFNL1"
3,37,8.1,4,10563,CXCL13,"CXCL13, ENSG00000156234, NM_006419, NM_006419.1"
3,15,20,4,283303,MRGPRG-AS1,"C11ORF36, C11orf36, ENSG00000180359, FLJ36102, HSD-40, NM_173590"
3,19,15.8,2,145553,MDP1,"MDP-1, MDP1, MGC5987, NM_138476"
3,37,8.1,3,23787,MTCH1,"ENSG00000137409, MTCH1, NM_014341, mtch1"
3,20,15,2,139793,PAGE3,"CD559036, LOC139793, PAGE3, XM_060054"
3,28,10.7,2,84329,HVCN1,"ENSG00000122986, HVCN1, MGC15619, NM_032369, TCTN1"
3,35,8.6,2,23547,LILRA4,"ENSG00000187095, ILT7, LILRA4, NM_012276"
3,27,11.1,3,26128,KIF1BP,"ENSG00000198954, KIAA1279, NM_015634"
3,32,9.4,3,65055,REEP1,"C2ORF23, C2orf23, ENSG00000068615, NM_022912, REEP1"
3,33,9.1,2,55130,ARMC4,"ARMC4, ENSG00000169126, NM_018076"
3,25,12,3,152503,SH3D19,"DKFZP434D0215, ENSG00000109686, EVE1, NM_001009555, SH3D19, XM_098238"
3,9,33.3,3,643226,GRXCR2,"GRXCR2, LOC643226"
3,23,13,2,286151,FBXO43,"ENSG00000156509, FBXO43, LOC286151, NM_001029860, XM_209918, XM_294450"
3,33,9.1,4,26025,PCDHGA12,"NM_003735, PCDHGA12"
3,31,9.7,3,219736,STOX1,"C10ORF24, C10orf24, ENSG00000165730, NM_152709, STOX1"
3,20,15,2,23302,WSCD1,"KIAA0523, NM_015253, WSCD1, XM_041964"
3,34,8.8,3,2204,FCAR,"ENSG00000186431, FCAR, FZR1, NM_002000, fcar"
3,25,12,2,56986,DTWD1,"DTWD1, ENSG00000104047, MDS009, NM_020234"
3,31,9.7,3,112869,SGF29,"CCDC101, ENSG00000176476, LOC112869, NM_138414"
3,29,10.3,2,219902,TMEM136,"ENSG00000181264, MGC17839, NM_174926, TMEM136"
3,31,9.7,3,123016,TTC8,"ENSG00000165533, NM_144596, TTC8"
3,35,8.6,4,7355,SLC35A2,"ENSG00000102100, NM_005660, SLC35A2"
3,31,9.7,2,6838,SURF6,"ENSG00000148296, NM_006753, SURF6"
3,34,8.8,3,2012,EMP1,"EMP1, ENSG00000134531, NM_001423, NM_001423.1, NSMAF"
3,27,11.1,3,353332,KRTAP12-1,"ENSG00000187175, KRTAP12-1, NM_181686"
3,29,10.3,3,4868,NPHS1,"NM_004646, NPHS1, SLC10A1"
3,14,21.4,2,219453,OR8K5,"ENSG00000181752, NM_001004058, OR8K5"
3,28,10.7,3,144348,ZNF664,"DKFZP761B128, DKFZp761B128, NM_152437, ZFOC1, ZNF664, znf664"
3,6,50,1,,,"LOC146053, XM_016713"
3,17,17.6,1,92312,MEX3A,"LOC92312, MEX3A, NM_001093725, RKHD4, XM_044166"
3,34,8.8,1,79147,FKRP,"ENSG00000181027, FKRP, NM_024301"
3,24,12.5,3,442186,OR2J3,"ENSG00000204701, NM_001005216, OR2J3"
3,37,8.1,3,26468,LHX6,"AB031041, AB031042, ENSG00000106852, LHX6, NM_014368"
3,30,10,3,10802,SEC24A,"AJ131244, ENSG00000113615, SEC24A, XM_094581"
3,31,9.7,4,85291,KRTAP4-2,"ENSG00000186852, ENSG00000198443, KRTAP4-2, NM_033062"
3,27,11.1,4,353219,KAAG1,"KAAG1, NM_181337"
3,24,12.5,3,414919,C8orf82,"C8orf82, ENSG00000213563, MGC70857, NM_001001795"
3,28,10.7,2,54921,CHTF8,"CHTF8, CTF8, DERPC, ENSG00000168802, NM_001002847"
3,23,13,2,285697,LOC285697,"LOC285697, XM_210642"
3,14,21.4,2,337882,KRTAP19-1,"KRTAP19-1, NM_181607"
3,33,9.1,3,282618,IFNL1,"282616, ENSG00000182393, IL28A, IL29, NM_172140"
3,11,27.3,1,729540,RGPD6,"652919, 84220, 9648, GCC2, RANBP2L1, RGPD5, RGPD7"
3,11,27.3,2,,,"LOC284274, LOC400652, XM_375543"
3,5,60,3,,,"729549, LOC729549"
3,30,10,3,196527,ANO6,"ANO6, ENSG00000177119, TMEM16F, XM_113743"
3,27,11.1,2,140836,BANF2,"BANF2, C20ORF179, C20orf179, NM_178477"
3,20,15,2,129852,C2orf73,"C2orf73, ENSG00000177994, FLJ40298, XM_059377"
3,21,14.3,1,51481,VCX3A,"ENSG00000169059, NM_016379, VCX3, VCX3A"
3,34,8.8,3,137970,UNC5D,"ENSG00000156687, NM_080872, UNC5D"
3,31,9.7,3,78992,YIPF2,"ENSG00000130733, MGC3262, NM_024029, YIPF2"
3,31,9.7,3,78999,LRFN4,"ENSG00000173621, LRFN4, NM_024036"
3,40,7.5,3,2570,GABRR2,"ENSG00000111886, GABRR2, NM_002043, PTGIR"
3,28,10.7,4,79077,DCTPP1,"DCTPP1, ENSG00000179958, NM_024096, XTP3TPA"
3,30,10,2,148741,ANKRD35,"ANKRD35, ENSG00000198483, FLJ25124, NM_144698"
3,35,8.6,5,164832,LONRF2,"ENSG00000170500, FLJ45273, LONRF2, NM_198461"
3,41,7.3,2,1610,DAO,"DAO, ENSG00000110887, IRF2BP1, NM_001917, NM_001917.4"
3,24,12.5,4,337971,KRTAP19-4,"ENSG00000186967, KRTAP19-4, MGC39715, NM_181610"
3,23,13,2,253738,EBF3,"DKFZP667B0210, DKFZp667B0210, EBF3, ENSG00000108001, NM_001005463, XM_171410"
3,24,12.5,5,23232,TBC1D12,"ENSG00000108239, TBC1D12, XM_030445, XM_051081"
3,7,42.9,1,100233156,LOC100233156,"100132288, 389834, LOC100132288, LOC389834, XM_374318"
3,31,9.7,3,286128,ZFP41,"ENSG00000181638, FLJ38705, NM_173832, ZFP41"
3,21,14.3,1,353143,LCE3B,"LCE3B, NM_178433"
3,30,10,4,139221,MUM1L1,"ENSG00000157502, FLJ33516, MUM1L1, NM_152423"
3,37,8.1,3,4673,NAP1L1,"ENSG00000187109, NAIP, NAP1L1, NM_004537, NM_139207"
3,27,11.1,5,375341,C3orf62,"C3ORF62, C3orf62, ENSG00000188315, FLJ43654, NM_198562"
3,24,12.5,3,57643,ZSWIM5,"ENSG00000162415, XM_032397, XM_046581, XM_059061, ZSWIM5"
3,3,100,2,140757,RSL24D1P6,"NG_001000, RPL24P1"
3,32,9.4,2,151647,FAM19A4,"ENSG00000163377, FAM19A4, NM_001005527, NM_182522, TAFA4"
3,29,10.3,3,150350,ENTHD1,"ENSG00000176177, ENTHD1, FLJ25421, NM_152512"
3,32,9.4,4,23518,R3HDM1,"ENSG00000048991, NM_015361, R3HDM, R3HDM1"
3,15,20,2,344657,LRRIQ4,"ENSG00000188306, LOC344657, LRRIQ4, NM_001080460, XM_293529"
3,7,42.9,2,,,NPTXR
3,27,11.1,4,126248,WDR88,"LOC126248, NM_173479, PQWD, WDR88"
3,11,27.3,1,388882,LINC01658,"ENSG00000178248, LOC388882"
3,32,9.4,4,51309,ARMCX1,"ARMCX1, ENSG00000126947, NM_016608, armcx1"
3,32,9.4,5,132954,PDCL2,"ENSG00000163440, NM_152401, PDCL2"
3,31,9.7,2,55112,WDR60,"ENSG00000126870, FLJ10300, NM_018051, WDR60"
3,12,25,4,29125,C11orf21,"10077, C11orf21, ENSG00000110665, NM_005705, PHEMX, TSPAN32"
3,28,10.7,5,23063,WAPL,"ENSG00000062650, KIAA0261, NM_015045, WAPAL, XM_290471, wapal"
3,30,10,3,112936,VPS26B,"ENSG00000151502, MGC10485, NM_052875, VPS26B"
3,14,21.4,7,123103,KLHL33,"ENSG00000185271, KLHL33, LOC123103, XM_063481"
3,27,11.1,3,160419,C12orf50,"400791, C12orf50, ENSG00000165805, FLJ35821, FLJ46489, NM_152589, NM_207466"
3,31,9.7,3,54827,NXPE4,"C11ORF33, C11orf33, ENSG00000137634, FAM55D, NM_017678, fam55d"
3,33,9.1,6,10428,CFDP1,"CFDP1, ENSG00000153774, NM_006324"
3,32,9.4,2,56145,PCDHA3,"NM_018906, PCDHA3"
3,35,8.6,3,84547,PGBD1,"ENSG00000137338, NM_032507, PGBD1"
3,30,10,3,54916,TMEM260,"C14ORF101, C14orf101, ENSG00000070269, NM_017799, TMEM260"
3,13,23.1,2,653689,GSTT2B,"2953, GSTT2, GSTT2B, LOC653689, NM_000854"
3,13,23.1,2,170487,ACTL10,"C20orf134, ENSG00000182584"
3,17,17.6,4,100526760,ABHD14A-ACY1,"25864, 95, ABHD14A, ACY1, DKFZP564O243, ENSG00000114786, NM_000666, NM_015407"
3,40,7.5,3,7076,TIMP1,"ENSG00000102265, NM_003254, NM_003254.2, TIMP1"
3,32,9.4,3,51384,WNT16,"ENSG00000002745, NM_016087, NM_057168, WNT16"
3,26,11.5,3,390323,OR6C75,"NM_001005497, OR6C75"
3,35,8.6,3,94005,PIGS,"1574, ENSG00000087111, NM_033198, NM_033198.2, PIGS"
3,27,11.1,3,134145,FAM173B,"ENSG00000150756, FAM173B, LOC134145, NM_199133"
3,27,11.1,4,574,BAGE,"BAGE, CLDN15, NM_001187"
3,39,7.7,3,10002,NR2E3,"AF148128, ENSG00000031544, NM_014249, NM_016346, NR2E3, PNR"
3,28,10.7,3,9903,KLHL21,"ENSG00000162413, KIAA0469, KLHL21, NM_014851, XM_375685"
3,31,9.7,2,79175,ZNF343,"ENSG00000088876, MGC10715, NM_024325, ZNF343"
3,30,10,4,132720,FAM241A,"C4orf32, ENSG00000174749, FLJ39370, NM_152400"
3,26,11.5,3,79090,TRAPPC6A,"ENSG00000007255, MGC2650, NM_024108, TRAPPC6A"
3,35,8.6,3,27040,LAT,"ENSG00000169678, LAT, NM_001014989.1, NM_014387"
3,9,33.3,1,554251,FBXO48,"FBXO48, LOC554251, NM_001024680"
3,32,9.4,2,79683,ZDHHC14,"ENSG00000175048, NM_024630, ZDHHC14"
3,28,10.7,3,90809,PIP4P1,"C14ORF9, C14orf9, ENSG00000165782, NM_144568, TMEM55B"
3,14,21.4,1,392309,OR13J1,"ENSG00000168828, NM_001004487, OR13J1"
3,30,10,1,119504,ANAPC16,"ANAPC16, C10ORF104, C10orf104, ENSG00000166295, NM_173473"
3,28,10.7,3,5279,PIGC,"1625, ENSG00000135845, ENSG00000169937, NM_002642, NM_153747.1, PIGC"
3,32,9.4,3,284427,SLC25A41,"79085, ENSG00000181240, MGC34725, NM_173637, SLC25A23, SLC25A41"
3,9,33.3,2,100132406,NBPF10,"440673, AG1, ENSG00000179571, NBPF10"
3,28,10.7,5,55026,TMEM255A,"ENSG00000125355, FAM70A, FLJ20716, NM_017938, fam70a"
3,33,9.1,2,114881,OSBPL7,"ENSG00000006025, NM_017731, OSBPL7"
3,33,9.1,3,7728,ZNF175,"ENSG00000105497, NM_007147, ZNF175"
3,27,11.1,3,283284,IGSF22,"FLJ37794, IGF1R, IGSF22, NM_173588"
3,39,7.7,3,30061,SLC40A1,"ENSG00000138449, NM_014585, SLC40A1"
3,39,7.7,3,4222,MEOX1,"CYP17A1, ENSG00000005102, MEOX1, NM_004527, U10492, U10493"
3,18,16.7,3,440184,CCDC196,"C14orf53, ENSG00000196553, MGC88374, NM_001004331"
3,38,7.9,2,51548,SIRT6,"ENSG00000077463, NM_016539, NM_016539.1, SIRT6"
3,29,10.3,3,57529,RTL9,"ENSG00000181110, KIAA1318, NM_020769, RGAG1"
3,7,42.9,2,,,ENPP2
3,36,8.3,7,9538,EI24,"EI24, ENSG00000149547, NM_004879, NM_004879.3"
3,28,10.7,3,253982,ASPHD1,"ASPHD1, ENSG00000174939, LOC253982, NM_181718"
3,26,11.5,2,129049,SGSM1,"RUTBC2, SGSM1, XM_059318"
3,31,9.7,3,54221,SNTG2,"ENSG00000172554, NM_018968, SNTG2, sntg2"
3,38,7.9,2,3050,HBZ,"3040, CHPF2, ENSG00000130656, HBA2, HBM, HBZ, NM_005332"
3,16,18.8,2,100529261,CHURC1-FNTB,"2342, 91612, CHURC1, ENSG00000125954, FNTB, NM_002028, NM_145165"
3,19,15.8,2,343578,ARHGAP40,"ARHGAP40, C20orf95, ENSG00000124143, LOC343578, XM_293123"
3,12,25,3,504191,OR9G9,"390174, OR9G1, OR9G9, or9g9"
3,35,8.6,3,421,ARVCF,"ARVCF, ENSG00000099889, NM_001670, RBBP4"
3,11,27.3,5,219874,OR6T1,"NM_001005187, OR6T1"
3,14,21.4,3,641298,SMG1P1,"23049, 440345, 652516, 81893, LAT1-3TM, LOC283846, LOC440345, LOC652516, NM_031211, SLC7A5P1, SMG1"
3,32,9.4,3,63934,ZNF667,"ENSG00000198046, FLJ14011, NM_022103, ZNF667"
3,33,9.1,4,51411,BIN2,"BIN2, ENSG00000110934, NM_016187, NM_016293"
3,40,7.5,2,4651,MYO10,"ABCC8, ENSG00000145555, MYO10, NM_012334"
3,25,12,3,254783,OR6C74,"NM_001005490, OR6C74"
3,30,10,3,195827,AAED1,"C9ORF21, C9orf21, ENSG00000158122, XM_114685"
3,17,17.6,1,284021,MILR1,"C17orf60, LOC284021, MILR1, XM_211305, XM_945975"
3,17,17.6,2,6701,SPRR2B,"ENSG00000196805, SPRR2A, SPRR2B"
3,9,33.3,2,,,"MGC34824, NM_173652"
3,27,11.1,3,55216,NKAPD1,"C11orf57, ENSG00000150776, FLJ10726, NM_018195"
3,30,10,4,64395,GMCL1,"ENSG00000087338, GCL, GMCL1, GMCL1L, NM_178439"
3,41,7.3,1,2113,ETS1,"DRD4, ENSG00000134954, ETS1, J04101, NM_005238, NM_005238.2, X14798"
3,12,25,3,100288695,LIMS4,"339692, 3987, 96626, LIMS1, LIMS3, LOC339692, NM_004987, NM_033514, XM_290985"
3,17,17.6,4,254102,EHBP1L1,"DKFZP762C186, EHBP1L1, ENSG00000173442, SIPA1, XM_170658"
3,34,8.8,3,25861,WHRN,"DFNB31, ENSG00000095397, NM_015404"
3,15,20,3,155184,SLC2A7,"NM_207420, SLC2A7"
3,12,25,2,,,"DKFZp779O175, FLJ41856, LOC388550, XM_371176"
3,15,20,2,120787,OR52W1,"NM_001005178, OR52W1"
3,15,20,3,474354,LRRC18,"ENSG00000165383, LRRC18, NM_001006939"
3,18,16.7,2,25832,NBPF14,"DJ328E19.C1.1, NBPF14, NM_015383"
3,29,10.3,4,191585,PLAC4,"NM_182832, PLAC4"
3,40,7.5,3,3755,KCNG1,"ENSG00000026559, KCNG1, NM_002237, NM_172318, ZMYND17"
3,32,9.4,3,55848,PLGRKT,"C9ORF46, C9orf46, ENSG00000107020, NM_018465"
3,31,9.7,3,53938,PPIL3,"ENSG00000115934, NM_032472, PPIL3"
3,29,10.3,3,127002,ATXN7L2,"ATXN7L2, ENSG00000162650, MGC46534, NM_153340"
3,33,9.1,4,9130,FAM50A,"DXS9928E, ENSG00000071859, FAM50A, NM_004699, NM_004699.1"
3,13,23.1,3,144125,OR2AG1,"ENSG00000170803, NM_001004489, OR2AG1, or2ag1"
3,20,15,3,392509,ARL13A,"ARL13, ARL13A, ENSG00000174225, LOC392509, XM_373358"
3,29,10.3,2,259217,HSPA12A,"ENSG00000165868, HSPA12A, NM_025015, XM_016093, XM_048898, XM_061427, XM_084445, XM_113641, XM_210856, XM_210860, XM_290185, XM_290482, XM_291663, XM_291697, XM_291704, XM_945467.1"
3,31,9.7,1,55052,MRPL20,"ENSG00000131586, MRPL20, NM_017971"
3,32,9.4,2,64771,C6orf106,"C6ORF106, C6orf106, ENSG00000196821, NM_022758"
3,24,12.5,2,57705,WDFY4,"159491, C10ORF64, C10orf64, ENSG00000128815, NM_173522, NM_173524, WDFY4"
3,30,10,3,137682,NDUFAF6,"C8orf38, ENSG00000156170, MGC40214, NM_152416"
3,20,15,2,100287569,LINC00173,"400077, ENSG00000196668, FLJ42957, NCRNA00173, NM_207436"
3,39,7.7,2,1503,CTPS1,"CTPS, ENSG00000171793, NM_001905, NM_001905.1, TNFRSF10B"
3,28,10.7,2,155054,ZNF425,"AY621067, LOC155054, NM_001001661, ZNF425"
3,32,9.4,3,339366,ADAMTSL5,"ADAMTSL5, ENSG00000185761, NM_213604, THSD6"
3,36,8.3,2,57758,SCUBE2,"ENSG00000175356, NM_020974, SCUBE2"
3,33,9.1,4,9158,FIBP,"ENSG00000172500, FIBP, NM_004214"
3,7,42.9,3,100132832,PMS2P9,"3479, 5383, IGF1, LOC100132832, PMS2P5"
3,6,50,2,,,LOC390641
3,31,9.7,3,55304,SPTLC3,"C20ORF38, C20orf38, ENSG00000172296, NM_018327, SPTLC3"
3,39,7.7,3,9869,SETDB1,"ENSG00000143379, NM_012432, NM_012432.2, SETDB1"
3,31,9.7,3,1262,CNGA4,"CNGA4, XM_290552, XM_927349.1, XM_940176, YAP1"
3,22,13.6,2,81698,LINC00597,"C15ORF5, C15orf5, ENSG00000180393, NM_030944, NM_031285, NM_031416"
3,5,60,3,,,"AC127496.5-3, ENSG00000175901, FLJ90757, NP_001004336.1"
3,25,12,3,286006,LSMEM1,"C7orf53, ENSG00000181016, FLJ39575, NM_182597"
3,30,10,2,122830,NAA30,"C14ORF35, C14orf35, ENSG00000139977, MAK3, NAA30, NAT12, XM_058661"
3,31,9.7,4,57471,ERMN,"ENSG00000136541, ERMN, KIAA1189, XM_371576, XM_371577, XM_376148, XM_376150"
3,27,11.1,2,5936,RBM4,"ENSG00000173933, NM_002896, RBM14, RBM4"
3,34,8.8,3,23037,PDZD2,"ENSG00000133401, NM_015022, NM_178140, PDZD2, PDZK3"
3,10,30,3,155400,NSUN5P1,"ENSG00000183519, NM_145645, NSUN5B, WBSCR20B"
3,31,9.7,3,51440,HPCAL4,"ENSG00000116983, HPCAL4, NM_016257"
3,8,37.5,3,26695,OR2U1P,"642024, 651503, LOC642024, LOC651503"
3,13,23.1,3,729528,PRAMEF14,"339553, 400736, 65121, 65122, LOC339553, LOC400736, LOC65121, LOC729528, NM_023013, PRAMEF1, PRAMEF13, PRAMEF2, XM_290949, XM_375688"
3,36,8.3,3,6769,STAC,"ENSG00000144681, NM_003149, STAC, stac"
3,12,25,3,152641,WWC2-AS2,"100128823, C4orf38, FLJ30277, LOC100128823, NM_153008"
3,29,10.3,3,140606,SELENOM,"ENSG00000198832, NM_080430, SELM"
3,27,11.1,4,1048,CEACAM5,"CEACAM5, ENSG00000105388, NM_004363, TUBA1A, TUBA1C"
3,32,9.4,3,94234,FOXQ1,"FOXQ1, NM_033260"
3,26,11.5,2,10086,HHLA1,"HHLA1, NM_005712"
3,20,15,1,30014,SPANXA1,"ENSG00000198021, LOC728712, NM_013453, SPANXA1, SPANXA2"
3,30,10,3,23189,KANK1,"ANKRD15, ENSG00000107104, KANK1, NM_015158"
3,25,12,3,400359,C15orf53,"C15orf53, ENSG00000175779, FLJ35695, NM_207444"
3,31,9.7,2,57460,PPM1H,"ENSG00000111110, PPM1H, XM_051093, XM_056681, XM_292012, XM_296117, XM_350880"
3,27,11.1,2,140032,RPS4Y2,"6192, ENSG00000157828, NM_138963, RPS4Y1, RPS4Y2"
3,22,13.6,2,28971,AAMDC,"C11orf67, ENSG00000087884, NM_024684, PTD015"
3,10,30,4,200726,FAM237A,"LOC200726, XM_117266, hCG_1657980"
3,32,9.4,3,84691,FAM71F1,"ENSG00000135248, FAM137A, FAM71F1, NM_032599, NYD-SP18, fam137a"
3,28,10.7,3,389649,C8orf86,"C8orf86, ENSG00000196166, FLJ43582, NM_207412"
3,32,9.4,5,80298,MTERF2,"ENSG00000120832, LOC80298, MTERFD3, NM_025198"
3,29,10.3,3,114898,C1QTNF2,"C1QTNF2, ENSG00000145861, NM_031908, c1qtnf2"
3,29,10.3,2,79815,NIPAL2,"ENSG00000104361, FLJ13955, NIPAL2, NM_024759, NPAL2"
3,40,7.5,2,2780,GNAT2,"ENSG00000134183, GNAT2, NM_005272, RBPJ"
3,19,15.8,4,390443,RNASE9,"ENSG00000188655, NM_001001673, RNASE9, h461"
3,32,9.4,2,29095,ORMDL2,"ENSG00000123353, NM_014182, ORMDL2"
3,13,23.1,2,653657,MBD3L3,"125997, 284428, LOC284428, MBD3L2, MBD3L5, NM_144614, XM_208203"
3,16,18.8,3,84791,LINC00467,"C1orf97, MGC14801, NM_032705"
3,28,10.7,3,57216,VANGL2,"ENSG00000162738, NM_005377, NM_020335.1, VANGL2, XM_049695"
3,36,8.3,3,79651,RHBDF2,"ENSG00000129667, FLJ22341, NM_001005498, NM_024599, RHBDF2, RHBDL6"
3,34,8.8,4,112744,IL17F,"ENSG00000112116, IL17F, NM_052872, NM_052872.3"
3,32,9.4,3,3020,H3F3A,"347376, 392533, ENSG00000163041, H3F3A, LOC392533, NM_002107, SMAD5, XM_373368, hCG_1749005"
3,8,37.5,3,,,LOC402679
3,34,8.8,3,51004,COQ6,"COQ6, ENSG00000119723, NM_182476, NM_182480, NM_182480.1"
3,40,7.5,2,2963,GTF2F2,"ACTA1, ENSG00000188342, GTF2F2, NM_004128, NM_004128.1, X16901"
3,32,9.4,2,7091,TLE4,"AB033087, ENSG00000106829, NM_007005, TLE4"
3,33,9.1,4,257313,UTS2B,"ENSG00000188958, NM_198152, URP, UTS2D"
