Number_of_hits,Total_entries,Percentage_hits,Reagents,Entrez_Gene_ID,Gene,Author_provided_names_IDs
11,40,27.5,7,4608,MYBPH,"ENSG00000133055, GARS, MYBPH, NM_004997"
11,41,26.8,12,79174,CRELD2,"CRELD2, ENSG00000184164, MGC11256, NM_024324"
11,41,26.8,5,9376,SLC22A8,"ENSG00000149452, NM_004254, SLC22A8"
11,39,28.2,5,147912,SIX5,"1754, ENSG00000177045, NM_175875, SIX5, TXN2"
11,61,18,10,5754,PTK7,"ENSG00000112655, NM_002821, NM_152880, NM_152882, NM_152883, PTK7, ptk7"
11,51,21.6,10,9170,LPAR2,"EDG4, ENSG00000064547, LPAR2, NM_004720, NM_004720.4"
11,43,25.6,8,63916,ELMO2,"ELMO2, ENSG00000062598, NM_022086, NM_182764"
11,42,26.2,5,2271,FH,"1125, ENSG00000091483, FH, NM_000143, NM_000143.2, PLA2G12A"
11,39,28.2,8,10666,CD226,"AL512695, CD226, ENSG00000150637, NM_006566, NM_006566.1"
11,48,22.9,13,54926,UBE2R2,"ENSG00000107341, NM_017811, UBE2R2"
11,54,20.4,9,5794,PTPRH,"ENSG00000080031, NM_002842, NM_002842.2, PTPRH"
11,54,20.4,8,4881,NPR1,"ENSG00000169418, NM_000906, NPR1, SMC6"
11,52,21.2,10,4297,KMT2A,"79951, ACP1, ENSG00000118058, FLJ11783, L04284, MLL, NM_005933, NM_005933.2"
11,49,22.4,12,2558,GABRA5,"110886, 2176, 2188, 55120, ENSG00000186297, GABRA5, Gabra5, NM_000810, NM_000810.2, P2RX5, RANBP9"
11,49,22.4,6,4851,NOTCH1,"AF308602, ENSG00000148400, NM_017617, NM_017617.3, NOTCH1, NoTCH1, SET"
11,47,23.4,8,5923,RASGRF1,"ENSG00000058335, NM_002891, NM_002891.3, NM_153815, RASGRF1"
11,38,28.9,8,340252,ZNF680,"3183, ENSG00000173041, FLJ90430, HNRNPC, NM_178558, ZNF680"
11,38,28.9,5,11017,SNRNP27,"ENSG00000124380, NM_006857, RY1, SNRNP27"
11,50,22,7,216,ALDH1A1,"ALDH1A1, ENSG00000165092, NM_000689, NM_000689.3, SPTAN1"
11,45,24.4,13,81849,ST6GALNAC5,"256483, 848, ENSG00000117069, LOC256483, NM_030965, NM_030965.1, SIAT7E, ST6GALNAC5, XM_173015"
11,49,22.4,8,113878,DTX2,"DTX2, ENSG00000091073, NM_001102596, NM_020892, NM_020892.1"
11,43,25.6,5,11015,KDELR3,"ENSG00000100196, KDELR3, NM_006855, NM_016657, NM_016657.1"
11,36,30.6,7,486,FXYD2,"ENSG00000137731, FXYD2, NM_001680, NM_021603, NM_021603.2, SLC2A3, fxyd2"
11,46,23.9,7,2705,GJB1,"ENSG00000169562, GJB1, NM_000166, NM_000166.4, PRIM2, gjb1"
11,39,28.2,6,85364,ZCCHC3,"C20ORF99, ENSG00000177764, NM_033089, ZCCHC3"
11,45,24.4,5,26658,OR7C2,"ENSG00000127529, NM_012377, OR7C2"
11,46,23.9,5,6709,SPTAN1,"ENSG00000197694, NM_003127, NM_003127.1, SPTAN1"
11,48,22.9,7,54935,DUSP23,"DUSP23, ENSG00000158716, FLJ20442, NM_017823"
11,48,22.9,6,1944,EFNA3,"1943, 2163, EFNA2, EFNA3, EFNA4, ENSG00000143590, HCK, NM_004952, NM_004952.3"
11,57,19.3,7,23613,ZMYND8,"ENSG00000101040, NM183048, NM_012408, NM_183047, NM_183048, PRKCB1, PRKCBP1, ZMYND8"
11,45,24.4,9,10450,PPIE,"ENSG00000084072, NM_006112, NM_203457.1, PPIE, ppie"
11,38,28.9,8,25978,CHMP2B,"CHMP2B, DKFZP564O123, ENSG00000083937, NM_014043, chmp2b"
11,42,26.2,9,4116,MAGOH,"DNAJB2, ENSG00000162385, MAGOH, NM_002370, magoh"
11,39,28.2,9,26502,NARF,"ENSG00000141562, NARF, NM_012336"
11,41,26.8,9,57412,AS3MT,"AS3MT, CYT19, NM_020682"
11,46,23.9,5,5338,PLD2,"ENSG00000129219, NM_002663, NM_002663.2, PLD2"
11,48,22.9,9,84961,FBXL20,"ENSG00000108306, FBXL20, MGC15482, NM_032875"
11,40,27.5,10,200504,GKN2,"ENSG00000183607, GDDR, GKN2, NM_182536"
11,46,23.9,11,51006,SLC35C2,"ENSG00000080189, NM_015945, NM_173179, SLC35C2, slc35c2"
11,45,24.4,6,6319,SCD,"400586, ENSG00000099194, LOC400586, NM_005063, NM_005063.4, SCD, XM_375424"
11,60,18.3,10,55781,RIOK2,"ENSG00000058729, NM_018343, RIOK1, RIOK2, RIOK2 (RIO2), riok2"
11,46,23.9,9,9928,KIF14,"ENSG00000118193, KIF14, NM_014875, kif14"
11,46,23.9,8,54472,TOLLIP,"ENSG00000078902, NM_019009, NM_019009.2, TOLLIP"
11,45,24.4,9,6579,SLCO1A2,"29995, 94059, ENSG00000084453, NM_005075, NM_134431, NM_134431.2, SLC21A3, SLCO1A2, slco1a2"
11,43,25.6,5,26160,IFT172,"ENSG00000138002, IFT172, NM_015662, NM_015662.1, SLB"
11,45,24.4,11,4439,MSH5,"EIF4A1, MSH5, Msh5, NM_002441, NM_025259, NM_172166, NM_172166.2"
11,50,22,8,2846,LPAR4,"DARS, ENSG00000147145, GPR23, LPAR4, NM_005296"
11,46,23.9,8,54606,DDX56,"DDX26, DDX56, ENSG00000136271, NM_019082, NM_019082.2"
11,43,25.6,8,2926,GRSF1,"ENSG00000132463, EXT2, GRSF1, NM_002092"
11,45,24.4,12,25897,RNF19A,"728427, ENSG00000034677, LOC728427, NM_015435, NM_015435.3, NM_183419, RNF19, RNF19A, rnf19a"
11,43,25.6,13,1267,CNP,"CNP, ENSG00000173786, MAPK8IP1, NM_033133, NM_033133.4"
11,47,23.4,8,25960,ADGRA2,"ENSG00000020181, GPR124, NM_032777, gpr124"
11,45,24.4,9,5660,PSAP,"ENSG00000197746, NM_001042465.1, NM_002778, PSAP"
11,45,24.4,6,6301,SARS,"ENSG00000031698, NM_006513, NM_006513.2, SARS"
11,38,28.9,7,23658,LSM5,"ENSG00000106355, LSM5, NM_012322"
11,46,23.9,9,56979,PRDM9,"11105, 389276, 4433, ENSG00000164256, LOC389276, NM_020227, NM_052996, PRDM7, PRDM9, TAF4, XM_371728"
11,47,23.4,6,25780,RASGRP3,"ENSG00000152689, NM_015376, NM_170672, NM_170672.1, RASGRP3, rasgrp3"
11,47,23.4,9,5626,PROP1,"AF076215, ENSG00000175325, NM_006261, PROP1"
11,47,23.4,9,5423,POLB,"ENSG00000070501, NM_002690, NM_002690.1, POLB"
11,48,22.9,6,4288,MKI67,"442448, ENSG00000148773, ERAP1, LOC442448, MKI67, NM_002417, NM_002417.3"
11,40,27.5,8,81894,SLC25A28,"ENSG00000155287, NM_031212, SLC25A28"
11,47,23.4,6,6557,SLC12A1,"ENSG00000074803, NM_000338, NM_000338.2, SLC12A1"
11,44,25,7,57680,CHD8,"CHD8, ENSG00000100888, NM_020920, NM_020920.2, XM_370738"
11,43,25.6,7,1826,DSCAM,"DSCAM, ENSG00000171587, IDH2, NM_001389, dscam"
11,39,28.2,6,79363,RSG1,"C1ORF89, C1orf89, ENSG00000132881, MGC10731, NM_030907, RSG1"
11,55,20,6,23678,SGK3,"ENSG00000104205, NM00103357, NM_001033578, NM_013257, NM_170709, SGK2, SGK3, SGKL"
11,40,27.5,9,10200,MPHOSPH6,"ENSG00000135698, MPHOSPH6, NM_005792"
11,45,24.4,10,55170,PRMT6,"ENSG00000198890, HRMT1L6, NM_018137, NM_018137.1, PRMT6, prmt6"
11,42,26.2,7,51118,UTP11,"CGI-94, ENSG00000183520, NM_016037, UTP11L"
11,41,26.8,8,4927,NUP88,"COL4A1, ENSG00000108559, NM_002532, NUP88, NUp88"
11,38,28.9,5,58511,DNASE2B,"DLAD, DNASE2B, ENSG00000137976, NM_021233"
11,47,23.4,12,4846,NOS3,"CRHR1, ENSG00000164867, NM_000603, NM_000603.3, NOS3, NoS3, nos3"
11,44,25,7,6553,SLC9A5,"ENSG00000135740, NM_004594, SLC9A5"
11,46,23.9,6,50846,DHH,"DHH, ENSG00000139549, NM_021044, NM_021044.2, XM_001714781"
11,36,30.6,5,81858,SHARPIN,"DKFZP434N1923, ENSG00000179526, NM_030974, SHARPIN, Sharpin"
11,46,23.9,8,1903,S1PR3,"EDG3, ENSG00000213694, NM_005226, PPM1D, S1PR3"
11,45,24.4,12,84913,ATOH8,"ATOH8, ENSG00000168874, HATH6, NM_032827, atoh8"
11,41,26.8,8,81696,OR5V1,"NM_030876, OR5V1"
11,45,24.4,7,25796,PGLS,"ENSG00000130313, NM_012088, NM_012088.2, PGLS"
11,38,28.9,14,348235,SKA2,"729012, FAM33A, LOC729012, NM_182620, SKA2, XM_001718380, fam33a"
11,50,22,10,10868,USP20,"ENSG00000136878, NM_001008563, NM_006676, USP20, usp20"
11,63,17.5,8,5605,MAP2K2,"ENSG00000126934, L11285, MAP2K2, MAP2K3, NM_030662, NM_030662.2"
11,61,18,8,64122,FN3K,"ENSG00000167363, FLT4, FN3K, NM_022158, NM_022158.2"
11,50,22,8,2547,XRCC6,"389901, ENSG00000196419, G22P1, LOC389901, NM_001469, NM_001469.3, S38729, TXLNA, XM_372262, XRCC6"
11,30,36.7,5,92105,INTS4,"401361, ENSG00000149262, INTS4, MGC16733, NM_033547, TRC_Gene"
11,49,22.4,10,7347,UCHL3,"ENSG00000118939, NM_006002, NM_006002.3, UCHL3"
11,41,26.8,7,9754,STARD8,"ENSG00000130052, NM_014725, STARD8"
11,49,22.4,12,2934,GSN,"ENSG00000148180, GSN, MDM2, NM_000177, NM_000177.3, NM_198252"
11,44,25,11,4037,LRP3,"EIF2B5, ENSG00000130881, LRP3, NM_002333"
11,44,25,7,2982,GUCY1A3,"ENSG00000164116, GUCY1A3, JAK3, NM_000856, NM_000856.3"
11,46,23.9,12,10042,HMGXB4,"ENSG00000100281, HMG2L1, HMGXB4, NM_001003681, NM_005487"
11,47,23.4,9,6324,SCN1B,"ENSG00000105711, NM_001037, NM_001037.3, NM_199037, SCN1B, scn1b"
11,51,21.6,6,8897,MTMR3,"400924, 441708, ENSG00000100330, LOC400924, LOC441708, MTMR3, NM_021090, NM_153050, NM_153051, XM_376003"
11,41,26.8,5,26061,HACL1,"ENSG00000131373, HACL1, HPCL2, NM_012260"
11,46,23.9,6,118,ADD1,"ADD1, BC042998, ENSG00000087274, HTR1E, NM_001119, NM_176801, NM_176801.1"
11,55,20,10,2395,FXN,"CASR, ENSG00000165060, FRDA, FXN, NM_000144, NM_181425"
11,36,30.6,7,79894,ZNF672,"51333, FLJ22301, NM_024836, ZNF672, ZNF771, znf672"
11,44,25,14,57634,EP400,"347918, ENSG00000183495, EP400, EP400NL, NM_015409"
11,46,23.9,6,51547,SIRT7,"ENSG00000187531, NM_016538, NM_016538.1, SIRT7"
11,49,22.4,7,4692,NDN,"CYP11B2, ENSG00000182636, NDN, NM_002487, ndn"
11,47,23.4,11,8883,NAE1,"APPBP1, ENSG00000159593, NAE1, NM_001018159.1, NM_003905"
11,46,23.9,6,10160,FARP1,"728155, ENSG00000152767, FARP1, LOC728155, NM_001001715, NM_005766"
11,41,26.8,9,51193,ZNF639,"ANC_2H01, ENSG00000121864, NM_016331, ZNF639, znf639"
11,40,27.5,8,7639,ZNF85,"ENSG00000105750, NM_003429, U35376, ZNF85, znf85"
11,48,22.9,8,219333,USP12,"AF022789, ENSG00000152484, NM_182488, USP12, USP12L1, XM_167944, usp12"
11,47,23.4,9,7132,TNFRSF1A,"ENSG00000067182, NM_001065, NM_001065.2, TNFRSF1A"
11,41,26.8,9,9780,PIEZO1,"400556, ENSG00000103335, FAM38A, FLJ45121, NM_014745, NM_207451, PIEZO1, XM_374989, fam38a"
11,39,28.2,7,8216,LZTR1,"ENSG00000099949, LZTR1, NM_006767"
11,43,25.6,8,10072,DPP3,"DPP3, ENSG00000254986, NM_005700, NM_130443"
11,42,26.2,5,4155,MBP,"ENSG00000197971, HSPA12A, MBP, NM_001025090.1, NM_002385"
11,40,27.5,6,9277,WDR46,"C6ORF11, C6orf11, ENSG00000007816, NM_005452, WDR46"
11,44,25,7,9687,GREB1,"AC110754.4, ENSG00000174934, ENSG00000196208, GREB1, NM_014668, NM_148903.2"
11,45,24.4,5,7849,PAX8,"ENSG00000125618, L19606, NM_003466, NM_013953.3, NM_013992, PAX8, X69699"
11,43,25.6,7,55356,SLC22A15,"ENSG00000163393, NM_018420, SLC22A15"
11,42,26.2,7,192670,AGO4,"EIF2C4, ENSG00000134698, NM_017629, eif2c4"
11,44,25,9,55884,WSB2,"ENSG00000176871, NM_018639, WSB2"
11,40,27.5,7,339501,PRSS38,"ENSG00000185888, MPN2, NM_183062, PRSS38"
11,48,22.9,8,1750,DLX6,"402567, CPO, DLX6, ENSG00000006377, LOC402567, NM_005222, NM_005222.2, TRCF_gene, XM_371936, XM_374226, XM_376652, XM_376655, XM_379892"
11,44,25,9,51094,ADIPOR1,"ADIPOR1, ENSG00000159346, NM_015999, NM_015999.2, adipor1"
11,37,29.7,10,56114,PCDHGA1,"56113, NM_018912, PCDHGA1, PCDHGA2, PCDHGA7"
11,49,22.4,6,643,CXCR5,"BLR1, CXCR5, ENSG00000160683, NM_001716, NM_001716.2, NM_032966, PSCD1"
11,39,28.2,8,80014,WWC2,"BOMB, ENSG00000151718, NM_024949, WWC2"
11,41,26.8,9,7095,SEC62,"ENSG00000008952, ENSG00000197129, NM_003262, SEC62, TLOC1"
11,41,26.8,7,79741,CCDC7,"10438, 221016, C10ORF68, C10orf68, C1D, CCDC7, ENSG00000150076, NM_006333, NM_024688, NM_145023, ccdc7"
11,40,27.5,10,10714,POLD3,"ENSG00000077514, NM_006591, NM_006591.1, POLD3, pold3"
11,45,24.4,8,5201,PFDN1,"ENSG00000113068, NM_002622, PFDN1"
11,43,25.6,7,84878,ZBTB45,"ENSG00000119574, NM_032792, ZBTB45, ZNF499, zbtb45"
11,46,23.9,9,4686,NCBP1,"ENSG00000136937, HEXA, NCBP1, NCBP1 (CBP80), NM_002486"
11,35,31.4,7,84875,PARP10,"ENSG00000178685, FLJ14464, NM_032789, PARP10, XM_378197"
11,48,22.9,7,3743,KCNA7,"ENSG00000104848, KCNA7, NM_031886, NM_031886.2, PDIA3"
11,49,22.4,11,3364,HUS1,"CD3D, ENSG00000136273, HUS1, NM_004507, NM_004507.2"
11,42,26.2,7,54442,KCTD5,"ENSG00000167977, KCTD5, NM_018992, kctd5"
11,44,25,6,23765,IL17RA,"BC063865, ENSG00000177663, IL17R, IL17RA, NM_014339, NM_014339.4"
11,35,31.4,9,84839,RAX2,"MGC15631, NM_032753, RAX2, RAXL1"
11,44,25,11,1207,CLNS1A,"CLNS1A, ENSG00000074201, NM_001293, NXT1, clns1a"
11,46,23.9,13,1819,DRG2,"AK5, DRG2, ENSG00000108591, NM_001388"
11,47,23.4,7,9329,GTF3C4,"ENSG00000125484, GTF3C4, NM_012204"
11,52,21.2,11,7321,UBE2D1,"ENSG00000072401, NM_003338, NM_003338.3, UBE2D1, ube2d1"
11,44,25,6,83451,ABHD11,"ABHD11, ENSG00000106077, NM_031295, NM_148912, WBSCR21"
11,36,30.6,7,83854,ANGPTL6,"ANGPTL6, ENSG00000130812, NM_031917, NM_031917.2"
11,47,23.4,11,317,APAF1,"APAF1, ENSG00000120868, NM_001160, NM_013229, NM_013229.2, NM_181869, RAG1"
11,43,25.6,9,908,CCT6A,"BLR1, CCT6A, ENSG00000146731, NM_001762"
11,46,23.9,7,55140,ELP3,"ELP3, ENSG00000134014, NM_018091"
11,44,25,10,9580,SOX13,"ENSG00000143842, NM_005686, SOX13"
11,44,25,6,54700,RRN3,"94431, ENSG00000085721, ENSG00000172533, LOC94431, NM_018427, NM_145237, RRN3"
11,48,22.9,9,79054,TRPM8,"140804, ENSG00000144481, NM_024080, TRPM8, trpm8"
11,49,22.4,8,3174,HNF4G,"ENSG00000164749, HNF4G, NM_004133, NM_004133.3, PMS2L3, Z49826"
11,39,28.2,11,84929,FIBCD1,"ENSG00000130720, FIBCD1, NM_032843"
11,47,23.4,7,1755,DMBT1,"DMBT1, ENSG00000187908, NM_004406, NM_007329, NM_017579, OTX2, dmbt1"
11,49,22.4,7,488,ATP2A2,"1614, ATP2A2, CALR, ENSG00000174437, NM_001681, NM_170665, NM_170665.2, PELP1"
11,34,32.4,9,54625,PARP14,"ENSG00000173193, KIAA1268, NM_017554, PARP14, XM_291055, parp14"
11,46,23.9,8,55632,G2E3,"ENSG00000092140, G2E3, KIAA1333, NM_017769"
11,39,28.2,6,79685,SAP30L,"56755, FLJ11526, NM_024632, SAP30L"
11,47,23.4,6,7077,TIMP2,"ENSG00000035862, NM_003255, TIMP2, XM_001132362.1"
11,49,22.4,8,7185,TRAF1,"ENSG00000056558, NM_005658, NM_005658.3, TRAF1"
11,37,29.7,5,9853,RUSC2,"ENSG00000198853, NM_014806, RUSC2, XM_048462, XM_072554"
11,42,26.2,7,3850,KRT3,"KRT3, MAFA, NM_057088"
11,45,24.4,7,1948,EFNB2,"EFNB2, ENSG00000125266, NM_004093, NM_004093.2, RNASEL"
11,44,25,7,55818,KDM3A,"ENSG00000115548, JMJD1A, KDM3A, NM_018433"
11,50,22,9,2643,GCH1,"ENSG00000131979, GCH1, NM_000161, NM_000161.2, NM_001024071, THRA"
11,46,23.9,10,7005,TEAD3,"ENSG00000007866, NM_003214, TEAD3, X94439"
11,49,22.4,11,3452,IFNA21,"3439, 3441, 3443, 3444, 3446, 3448, 3449, 3451, ENSG00000137080, IFNA1, IFNA10, IFNA14, IFNA16, IFNA17, IFNA21, IFNA4, IFNA6, IFNA7, NM_002171, NM_002171.1, NM_002175, NM_021057, NM_021068, NM_021268, PICALM"
11,49,22.4,10,9033,PKD2L1,"ENSG00000107593, NM_016112, PKD2L1, pkd2l1"
11,44,25,7,1297,COL9A1,"COL9A1, CPSF3, ENSG00000112280, NM_001851, NM_001851.3, NM_078485"
11,46,23.9,4,2778,GNAS,"B3GNT4, ENSG00000087460, GNAS, NM_000516, NM_016592.2, NM_080425, NM_080426"
11,47,23.4,7,1132,CHRM4,"CHRM4, NM_000741, NM_000741.2, TOP1"
11,44,25,8,22916,NCBP2,"ENSG00000114503, NCBP2, NCBP2 (CBP20), NM_007362"
11,38,28.9,6,79177,ZNF576,"ENSG00000124444, NM_024327, ZNF576"
11,40,27.5,7,26995,TRUB2,"ENSG00000167112, NM_015679, TRUB2, trub2"
11,63,17.5,8,6041,RNASEL,"ENSG00000135828, NM_021133, NM_021133.2, RIPK5, RNASEL"
11,45,24.4,8,7168,TPM1,"1228, ENSG00000140416, NM_000366, NM_001018005, NM_001018008, NM_001018020, TLR8, TPM1"
11,47,23.4,6,7082,TJP1,"ENSG00000104067, NM_003257, NM_175610, TJP1"
11,47,23.4,8,9774,BCLAF1,"728366, BCLAF1, BTF, ENSG00000029363, LOC728366, NM_014739"
11,42,26.2,6,25975,EGFL6,"EGFL6, ENSG00000198759, NM_015507, egfl6"
11,49,22.4,9,3635,INPP5D,"ENSG00000168918, INPP5D, NM_005541"
11,43,25.6,9,23710,GABARAPL1,"ENSG00000139112, ENSG00000173683, GABARAPL1, NM_031412, NM_031412.2"
11,42,26.2,7,85442,KNDC1,"196746, ENSG00000171798, KNDC1, NM_033404, TRC_Gene, kndc1"
11,43,25.6,9,8403,SOX14,"ENSG00000168875, NM_004189, SOX14"
11,38,28.9,10,389898,UBE2NL,"7334, NM_001012989, NM_003348, UBE2N, UBE2NL, XM_293449, XM_351948, XM_372202, XM_372257, XM_372258, XM_372268, XM_372272, XM_372274, XM_373343, XM_373366, XM_373367, XM_373368, XM_373370, XM_373372, XM_373373, XM_373378, XM_373382, XM_373395, XM_373397, XM_373398, XM_374317, XM_374325, XM_374341, XM_374343, XM_374379, XM_376965, XM_376986, XM_377071, XM_377072, XM_377073, XM_377076, XM_378103, XM_378124, XM_378155, XM_378156, XM_379694, XM_379700, XM_379720, XM_379722, XM_379730, XM_379736"
11,48,22.9,9,4040,LRP6,"EEF1B2, ENSG00000070018, LRP6, NM_002336, NM_002336.2"
11,43,25.6,6,27094,KCNMB3,"9208, ENSG00000171121, KCNMB3, LRRFIP1, NM_004735, NM_014407, NM_171830, NM_171830.1, kcnmb3"
11,42,26.2,10,4600,MX2,"ENSG00000183486, HOXD13, MX2, NM_002463"
11,59,18.6,8,57143,ADCK1,"ADCK1, ENSG00000063761, LOC57143, NM_020421"
11,51,21.6,9,4850,CNOT4,"ATF5, CNOT4, CNOT4 human, CNoT4, ENSG00000080802, NM_001008225, NM_013316"
11,49,22.4,9,4524,MTHFR,"ENSG00000177000, KLRA1, MTHFR, NM_005957, NM_005957.2, mthfr"
11,41,26.8,6,22941,SHANK2,"399921, ENSG00000042022, ENSG00000162105, LOC399921, NM_012309, NM_133266, SHANK2, XM_374904, shank2"
11,44,25,8,29954,POMT2,"ENSG00000009830, NM_013382, POMT2, pomt2"
11,40,27.5,13,84631,SLITRK2,"9142, CXORF1, CXORF2, CXorf1, CXorf2, ENSG00000185254, ENSG00000185417, ENSG00000185985, NM_004709, NM_032539, SLITRK2"
11,40,27.5,5,63917,GALNT11,"ENSG00000178234, GALNT11, NM_022087, NM_022087.2, galnt11"
11,55,20,10,3795,KHK,"CD52, ENSG00000138030, JIK, KHK, NM_000221, NM_006488, NM_006488.1, XM_290923"
11,36,30.6,8,7564,ZNF16,"ENSG00000170631, NM_006958, ZNF16, znf16"
11,42,26.2,6,1639,DCTN1,"388963, CD5, DCTN1, LOC388963, NM_004082, NM_023019, NM_023019.1, X98801"
11,45,24.4,7,9966,TNFSF15,"ENSG00000181634, NM_005118, TNFSF15"
11,40,27.5,7,10606,PAICS,"ENSG00000128050, NM_006452, PAICS"
11,47,23.4,8,2902,GRIN1,"ENSG00000176884, GRIN1, NM_000832, NM_000832.5, NM_007327, NM_021569, PAK3"
11,50,22,11,6723,SRM,"ENSG00000116649, NM_003132, NM_003132.2, SRM, srm"
11,44,25,7,90161,HS6ST2,"ENSG00000171004, HS6ST2, NM_001077188.1, NM_138416, NM_147174, hs6st2"
11,47,23.4,9,3417,IDH1,"ENSG00000138413, IDH1, MRE11A, NM_005896, NM_005896.2, idh1"
11,41,26.8,8,54979,HRASLS2,"ENSG00000133328, HRASLS2, NM_017878"
11,43,25.6,12,139378,ADGRG4,"GPR112, NM_153834"
11,41,26.8,9,4677,NARS,"ENSG00000134440, F13A1, NARS, NM_004539, NM_004539.3"
11,37,29.7,6,80117,ARL14,"ARL14, ENSG00000179674, FLJ22595, NM_025047, arl14"
11,40,27.5,6,126375,ZNF792,"ENSG00000180884, FLJ38451, NM_175872, ZNF792"
11,44,25,10,57498,KIDINS220,"AB033076, ENSG00000134313, KIDINS220, NM_020738, XM_015334, XM_059396, XM_065828, XM_098030, XM_209490, XM_291015"
11,42,26.2,8,57605,PITPNM2,"ENSG00000090975, NM_020845, PITPNM2"
11,51,21.6,8,8631,SKAP1,"ENSG00000141293, NM_003726, RPS6KL1, SCAP1, SKAP1"
11,44,25,6,22977,AKR7A3,"AKR7A3, ENSG00000162482, ENSG00000188838, NM_012067"
11,52,21.2,8,169436,STKLD1,"401568, BC036504, C9ORF96, C9orf96, MGC43306, NM_153710, TRC_Gene, XM_291304, XM_376950"
11,44,25,12,7584,ZNF35,"ENSG00000169981, NM_003420, X07289, ZNF35, znf35"
11,42,26.2,9,83482,SCRT1,"84234, DKFZP547F072, DKFZp547F072, ENSG00000170616, NM_031309, NM_032274, SCRT1, XM_001719366"
11,50,22,7,1629,DBT,"DBT, ENSG00000137992, IL10RA, NM_001918, NM_001918.2"
11,46,23.9,7,64750,SMURF2,"ENSG00000108854, NM_022739, NM_022739.3, SMURF2"
12,49,24.5,10,1785,DNM2,"CD46, DNM2, ENSG00000079805, NM_001005360, NM_004945, NM_004945.2"
12,41,29.3,9,4358,MPV17,"ENSG00000115204, MPV17, NM_002437, SUCLG1, mpv17"
12,58,20.7,9,260425,MAGI3,"ENSG00000081026, MAGI-3, MAGI3, MAP2K1, NM_020965, NM_020965.2, NM_152900"
12,48,25,11,506,ATP5B,"ATP5B, ENSG00000110955, IVD, NM_001686, NM_001686.3"
12,39,30.8,11,64777,RMND5B,"645848, ENSG00000145916, FLJ22318, LOC645848, NM_022762, RMND5B"
12,54,22.2,7,8776,MTMR1,"653204, AF057354, ENSG00000063601, MTMR1, NM_003828, NM_003828.2, NM_176789"
12,66,18.2,7,8711,TNK1,"ENSG00000174292, NM_003985, TNK1"
12,60,20,5,26289,AK5,"AK5, ENSG00000154027, NM174858, NM_012093, NM_174858, NM_174858.1"
12,39,30.8,7,114902,C1QTNF5,"83552, C1QTNF5, ENSG00000184824, MFRP, NM_015645, NM_031433"
12,38,31.6,10,80199,FUZ,"2532, ENSG00000010361, FLJ22688, FUZ, FY, NM_025129"
12,42,28.6,12,54708,MARCH5,"36950, 38412, 39146, 39511, 41338, 5-Mar, ENSG00000198060, MARCH5, NM_017824, RNF153, Thu Mar 04 19:00:00 EST 2010, march5"
12,49,24.5,6,55197,RPRD1A,"ENSG00000141425, NM_018170, P15RS, RPRD1A"
12,30,40,7,79078,C1orf50,"C1orf50, ENSG00000164008, MGC955, NM_024097, c1orf50"
12,50,24,7,9110,MTMR4,"ENSG00000108389, MTMR4, NM_004687"
12,45,26.7,8,9497,SLC4A7,"ENSG00000033867, NM_003615, SLC4A7"
12,47,25.5,10,6715,SRD5A1,"ENSG00000145545, NM_001047, NM_001047.2, SRD5A1"
12,49,24.5,10,1655,DDX5,"DDX5, ENSG00000108654, FOXA2, NM_004396"
12,44,27.3,11,9765,ZFYVE16,"25865, 5539, 5592, DPF3, ENSG00000039319, NM_014733, NM_014733.2, ZFYVE16"
12,50,24,7,10287,RGS19,"ENSG00000171700, NM_005873, NM_005873.2, RGS19, rgs19"
12,43,27.9,6,8992,ATP6V0E1,"ATP6V0E, ATP6V0E1, ENSG00000113732, NM_003945, NM_003945.3"
12,52,23.1,10,79672,FN3KRP,"ENSG00000141560, FLJ12171, FN3K, FN3KRP, NM_024619"
12,51,23.5,8,114790,STK11IP,"ENSG00000144589, NM052902, NM_052902, STK11, STK11IP"
12,65,18.5,13,6199,RPS6KB2,"58988, ENSG00000175634, KIAA1361, NM00100707, NM_001007071, NM_003952, NM_003952.2, NM_021485, RPS6KB2, Rps6kb2"
12,48,25,10,5976,UPF1,"ENSG00000005007, NM_002911, RENT1, UPF1"
12,44,27.3,7,26659,OR7A5,"ENSG00000188269, NM_017506, OR7A5, OR7C1"
12,41,29.3,11,83752,LONP2,"6477, ENSG00000102910, LONP, LONP2, LONPL, NM_003031, NM_031490, SIAH1"
12,47,25.5,6,3695,ITGB7,"ENSG00000139626, ITGB7, NAGS, NM_000889, NM_000889.1"
12,57,21.1,8,7360,UGP2,"ENSG00000169764, NM_006759, NM_006759.3, UGP2"
12,41,29.3,12,55165,CEP55,"57207, C10ORF3, C10orf3, CEP55, ENSG00000138180, NM_018131, cep55"
12,45,26.7,8,10381,TUBB3,"ENSG00000198211, NM_006086, NM_006086.2, TUBB3, TUBB4, tubb3"
12,46,26.1,6,29121,CLEC2D,"4869, CLEC2D, ENSG00000069493, LLT1, NM_001004419, NM_013269, NPM1, OCIL"
12,51,23.5,11,2912,GRM2,"ENSG00000164082, GRM2, NM_000839, NM_000839.2, PRMT2"
12,48,25,9,23014,FBXO21,"ENSG00000135108, FBXO21, NM_015002, NM_033624"
12,53,22.6,10,221823,PRPS1L1,"ENSG00000153287, NM_175886, NM_175886.2, PRPS1, PRPS1L1"
12,44,27.3,13,8904,CPNE1,"CPNE1, ENSG00000125976, NM_003915, NM_152928"
